food,Sodium,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc
cheese ravioli canned,0.7,79.9,0.3,1.8,36.3,0.4,121,561.4,0.043,0.9
premium crispy chicken ranch blt sandwich mcdonalds,1.2,84,0,3.4,0,0,0,0,0,0
steak sandwich,0.8,91.8,0.2,5.2,49,0.4,297.8,524.3,0.008,4.5
cheeseburger burger king,0.8,123.7,0.1,3.3,31.9,0.4,190.2,236.7,0.028,3.2
cheeseburger mcdonalds,0.7,198.7,0.1,2.8,23.8,0.3,166.6,238,0,2.3
double cheeseburger,0.9,0.054,342,0.2,5.4,47.9,0.3,376.2,515.3,0.017
double hamburger,1.1,0.094,130.9,0.4,10.5,67.3,0.7,415.1,718.1,0.026
premium grilled chicken classic sandwich mcdonalds,0.8,74,0.1,3,56,0.7,390,456,0,1.4
big n tasty with cheese mcdonalds,1,224.8,0.2,4.4,44.5,0.4,281.6,491.5,0,5.1
premium grilled chicken club sandwich mcdonalds,1,211.9,0,3.1,0,0,0,0,0,0
quarter pounder mcdonalds,0.7,143.6,0.2,4.1,37.6,0.3,212,388.2,0,4.6
premium crispy chicken classic sandwich mcdonalds,1,78.2,0.2,3.3,62.1,1,370.3,522.1,0,1.5
veggie burger,0.4,95.2,0.1,1.7,39.2,0.7,144.2,233.1,0.017,0.9
quarter pounder with cheese mcdonalds,1.2,286.6,0.2,4.2,43.8,0.3,320.4,435.8,0,5.2
beef sandwich steak raw,0.043,6.7,0.068,1,9,0.092,74.5,130.5,0.078,2
cheeseburger,0.6,0.04,105.8,0.1,3.2,25.3,0.3,154.1,204.7,0.021
premium grilled chicken ranch blt sandwich mcdonalds,1,76.8,0,3,0,0,0,0,0,0
double whopper with cheese burger king,1.5,311.2,0.3,21.1,75.8,0.6,510.7,754.1,0.075,14
big mac mcdonalds,1,254,0.2,4.4,43.8,0.5,267.2,396.4,0,4.2
sandwich with cold cuts,2.2,0.023,668.6,0.5,7.1,78.2,0.9,437.9,1102.6,0.065
filet o fish mcdonalds,0.6,160.8,0.025,2.1,36.2,0.4,183.6,294.8,0.017,0.8
hand breaded chicken tenders carls jr,0,0,0,0,0,0,0,0,0,0
grilled chicken sandwich wendys,0,0,0,0,0,0,0,0,0,0
sandwich with roast beef,0.8,41,0.4,2.8,67,0.4,192.2,330.5,0.073,4.4
hamburger burger king,0.5,0.049,75.2,0.1,2.8,24.8,0.3,124.7,214.8,0.055
big n tasty mcdonalds,0.7,150.8,0.2,4.4,41.8,0.4,227.4,464,0,4.8
roast beef sandwich,1,0.039,82,0.1,3.9,34.3,0.1,298,333.8,0.055
roast beef sandwich with cheese,1.6,183,0.2,5.1,40.5,0.3,401.3,345,0.021,5.4
hamburger,0.5,0.068,112.5,0.027,2.8,21.3,0.2,106.7,191.1,0.017
premium fish sandwich burger king,1.3,81.4,0.2,3.3,55,0.6,255.2,453.2,0.08,1.1
whopper burger king,1.4,259.1,0.2,6.3,56.9,0.6,357.1,534,0.032,5.1
sandwich with tuna salad,1.3,74.2,0.4,2.6,79.4,0.5,220.2,335.4,0.019,1.9
original chicken sandwich burger king,1.3,91.5,0.2,3.6,45.8,0.8,254.7,390,0.037,1.2
double whopper burger king,1.1,130.9,0.4,10.5,67.3,0.7,415.1,718.1,0.082,11.2
premium crispy chicken club sandwich mcdonalds,1.2,233.7,0,3.4,0,0,0,0,0,0
hamburger mcdonalds,0.5,0,120.7,0.049,2.7,20,0.3,101.7,182.4,0.066
pepperoni pizza dominos,0.7,159.3,0.1,2.6,27.1,0.4,215.8,206.8,0.038,1.5
sausage pizza,0.7,0.078,167,0.1,2.8,27.8,0.4,223.9,228.5,0.003
pepperoni pizza,0.8,0.05,169.8,0.1,2.8,26.6,0.4,219.8,216.5,0.022
pepperoni pizza pizza hut,0.8,148.8,0.038,2.1,22.1,0.4,209.3,198.7,0.021,1.6
cheese pizza pizza hut,0.7,200.6,0.003,1.9,21.1,0.3,239,166.1,0.022,1.6
cheese pizza,0.6,0.082,201.2,0.1,2.7,25.7,0.4,231.1,184,0.031
cheese pizza dominos,0.6,180.4,0.1,2.5,25.9,0.3,220.3,173.9,0.026,1.3
meat vegetable pizza,0.8,163.2,0.2,2.5,31.3,0.4,248.9,250.2,0.075,1.7
sucker raw,0,111.3,0.3,2.1,47.7,1,333.9,604.2,0.056,1.2
northern pike raw,0.2,225.7,0.2,2.2,122.8,1,871.2,1025.6,0.082,2.7
haddock cooked,0.4,21,0.042,0.3,39,0.06,417,526.5,0.055,0.6
burbot cooked,0.1,57.6,0.2,1,36.9,0.8,230.4,466.2,0.002,0.9
pollock cooked,0.3,232.5,0.2,1.8,259.7,0.026,854.7,1377.1,0.1,1.8
rainbow smelt raw,0.019,17,0.041,0.3,8.5,0.2,65.1,82.1,0.036,0.5
whitefish cooked,0.1,50.8,0.1,0.7,64.7,0.1,532.8,625.2,0.08,2
walleye pike raw,0.011,174.9,0.3,2.1,47.7,1.3,333.9,618.5,0.011,1
carp cooked,0.1,88.4,0.1,2.7,64.6,0.074,902.7,725.9,0.082,3.2
wolffish cooked,0.3,19,0.048,0.3,90.4,0.075,609.3,916.3,0.1,2.4
snapper cooked,0.066,68,0.027,0.4,62.9,0.034,341.7,887.4,0.07,0.7
roe cooked,0.055,7.9,0.078,0.2,7.4,0.033,145.7,80.1,0.052,0.4
anchovy raw,0.012,41.6,0.071,0.9,11.6,0.025,49.2,108.4,0.045,0.5
herring raw,0.2,104.9,0.2,2,58.9,0.098,434.2,601.7,0.022,1.8
cod raw,0.1,37,0.023,0.9,73.9,0.013,468.9,954,0.096,1
tilapia raw,0.009,11.6,0.087,0.6,31.3,0.081,197.2,350.3,0.039,0.4
whiting cooked,0.018,44.6,0.01,0.3,19.4,0.017,205.2,312.5,0.077,0.4
skipjack tuna cooked,0.1,114,0.3,4.9,135.5,0.067,877.8,1607.8,0.1,3.2
salmon cooked,0.2,53.4,0.2,1.2,106.8,0.095,897.1,1367,0.1,1.5
chum salmon cooked,0.2,43.1,0.2,2.2,86.2,0.09,1118,1694,0.1,1.8
american shad cooked,0.043,86.4,0.1,1.8,54.7,0.027,502.6,708.5,0.035,0.7
shark cooked,0.068,14.2,0.031,0.3,12.2,0.057,54.9,43.9,0.064,0.1
trout cooked,0.027,34.1,0.1,1.2,17.4,0.7,194.7,287.1,0.096,0.5
swordfish raw,0.1,6.8,0.051,0.5,39.4,0.059,346.8,568.5,0.021,0.9
rainbow trout cooked,0.041,0.003,21.3,0.093,0.3,21.3,0.043,191.7,319.5,0.059
fish sandwich with cheese,0.6,160.8,0.092,2.1,36.2,0.4,183.6,294.8,0,0.8
jellyfish dried,5.6,1.2,0.08,1.3,1.2,0,11.6,1.7,0.014,0.2
mullet raw,0.098,48.8,0,1.2,34.5,0.005,263,424.8,0.053,0.6
halibut cooked,0.3,0,28.6,0.095,0.6,89,0.071,912.7,1679,0.2
lingcod raw,0.1,35,0.024,0.8,65,0.035,502.5,1092.5,0.025,1.1
orange roughy cooked,0.079,3.1,0.043,0.3,5.1,0.061,28.9,51.2,0.024,0.095
cisco raw,0.042,9.5,0.029,0.3,13.4,0.019,120.1,279.7,0.08,0.3
florida pompano cooked,0.05,37.8,0.087,0.6,27.3,0.023,300.1,559.7,0.089,0.6
snapper raw,0.1,69.8,0.055,0.4,69.8,0.072,431.6,909.1,0.065,0.8
fish sandwich,1.3,0,81.4,0.2,3.3,55,0.6,255.2,453.2,0.1
haddock raw,0.4,21.2,0.034,0.3,40.5,0.051,438.1,552,0.025,0.6
ocean perch raw,0.2,17.9,0.043,0.1,14.7,0.045,158.7,119.7,0.029,0.2
cuttlefish cooked,0.2,50.9,0.3,3.1,17,0.056,164.1,180.3,0.037,1
cod cooked,0.1,25.2,0.01,0.9,75.6,0.016,248.4,439.2,0.09,1
seatrout raw,0.1,40.5,0.082,0.6,73.8,0.007,595,811.6,0.029,1.1
flounder raw,0.5,34.2,0.038,0.3,29.3,0.074,410.8,260.8,0.014,0.5
spot cooked,0.022,9,0.025,0.2,27,0.098,119,318,0.029,0.3
walleye pike cooked,0.069,174.8,0.3,2.1,47.1,1.3,333.6,618.8,0.073,1
perch raw,0.037,48,0.077,0.5,18,0.4,120,161.4,0.031,0.7
pumpkin seed sunfish raw,0.06,38.4,0.1,0.6,14.4,0.3,86.4,168,0.078,0.7
salt mackerel,6.1,89.8,0.1,1.9,81.6,0,345.4,707.2,0.082,1.5
mackerel cooked,0.064,13.2,0.086,1.4,85.4,0.008,244.6,352.9,0.038,0.8
tilapia cooked,0.011,12.2,0.049,0.6,29.6,0.083,177.5,330.6,0.034,0.4
drum raw,0.1,118.8,0.5,1.8,59.4,1.4,356.4,544.5,0.071,1.3
atlantic croaker fried,0.3,27.8,0.096,0.7,36.5,0.079,188.8,295.8,0.038,0.5
pumpkin seed sunfish cooked,0.046,38.1,0.1,0.6,14.1,0.3,85.5,166.1,0.025,0.7
wolffish raw,0.3,18.4,0.028,0.3,91.8,0.033,612,918,0.1,2.4
bluefin tuna cooked,0.02,15,0.2,2,96,0.028,489,484.5,0.036,1.2
scup cooked,0.061,25.5,0.078,0.3,14.5,0.034,118.5,184,0.015,0.3
herring cooked,0.2,105.8,0.2,2,58.6,0.082,433.3,599.2,0.066,1.8
bluefish raw,0.028,10.5,0.042,0.7,49.5,0.057,340.5,558,0.083,1.2
sheepshead cooked,0.1,68.8,0.2,1.2,65.1,0.085,651,952.3,0.065,1.2
bass cooked,0.078,63.9,0.047,1.2,23.6,0.7,158.7,282.7,0.026,0.5
pout cooked,0.2,35.6,0.1,1,46.6,0.022,701.4,1405.6,0.1,3.6
chinook salmon raw,0.2,103,0.2,1,376.2,0.034,1144.4,1560.2,0.1,1.7
rockfish raw,0.1,26.7,0.021,0.6,51.6,0.064,391.6,737.3,0.1,0.7
tilefish raw,0.2,100.4,0.2,1,108.1,0.008,721.8,1671.4,0.1,1.4
scup raw,0.082,66.4,0.008,0.9,38.2,0.086,307.1,476.4,0.09,0.8
sablefish cooked,0.2,135.9,0.013,5,214.4,0.095,649.3,1386.2,0.1,1.2
tuna salad,0.8,34.9,0.3,2.1,39,0.082,364.9,364.9,0.001,1.1
coho salmon cooked,0.06,17.2,0.1,0.6,48.6,0.056,474.8,657.8,0.081,0.7
roe raw,0.052,3.1,0.062,0.085,2.8,0.002,56.3,30.9,0.059,0.1
sea bass raw,0.084,12.9,0.079,0.4,52.9,0.09,250.3,330.2,0.082,0.5
pink salmon cooked,0.2,0.066,18.2,0.2,1,73,0.003,713.6,1000.9,0.089
sockeye salmon cooked,0.3,0.089,34.1,0.2,1.6,111.6,0.096,945.5,1351.6,0.1
whitefish raw,0.1,51.5,0.1,0.7,65.3,0.1,534.6,627.7,0.059,2
greenland halibut cooked,0.3,12.7,0.1,2.7,104.9,0.075,667.8,1093.9,0.1,1.6
northern pike cooked,0.2,226.3,0.2,2.2,124,1,874.2,1026.1,0.024,2.7
salmon raw,0.2,35.6,0.2,1.3,106.9,0.029,950.4,1437.5,0.014,1.4
turbot cooked,0.6,73.1,0.1,1.5,206.7,0.064,524.7,969.9,0.1,0.9
surimi,0.042,2.5,0.007,0.057,12.2,0.043,79.8,31.7,0.047,0.026
chinook salmon cooked,0.2,86.2,0.2,2.8,375.8,0.074,1142.7,1555.4,0.1,1.7
mullet cooked,0.001,28.8,0.1,1.3,30.7,0.048,226.9,425.9,0.027,0.8
chum salmon raw,0.029,0.3,0.091,0.038,0.6,0.055,7.9,12,0.02,0.062
butterfish raw,0.072,7,0.065,0.2,8,0.091,76.8,120,0.067,0.2
sea bass cooked,0.058,13.1,0.046,0.4,53.5,0.056,250.5,331.3,0.023,0.5
greenland halibut raw,0.3,12.2,0.1,2.7,106.1,0.045,669.1,1093.4,0.1,1.6
halibut raw,0.3,28.6,0.08,0.7,93.8,0.02,962.9,1774.8,0.2,1.5
sturgeon cooked,0.019,23.1,0.054,1.2,61.2,0.038,368.6,495,0.044,0.7
fish fillet fried,0.5,16.4,0.003,1.9,21.8,0.2,155.6,291.2,0.035,0.4
rainbow trout raw,0.022,19.8,0.096,0.2,19.8,0.008,178.5,297.8,0.067,0.4
pout raw,0.2,35.2,0.1,1,45.8,0.003,704,1408,0.1,3.6
rainbow smelt cooked,0.047,21.8,0.01,0.3,10.8,0.3,83.5,105.3,0.062,0.6
monkfish raw,0.059,2.3,0.041,0.059,5.9,0.057,56.6,113.2,0.09,0.1
trout raw,0.051,34,0.1,1.2,17.4,0.7,193.6,285.2,0.095,0.5
shark raw,0.003,9.6,0.01,0.2,13.9,0.088,59.4,45.3,0.067,0.1
burbot raw,0.1,58,0.2,1,37.1,0.8,232,468.6,0.043,0.9
dolphinfish cooked,0.2,30.2,0.052,2.3,60.4,0.018,291,847.5,0.057,0.9
crayfish cooked,0.058,14.4,0.2,0.3,9.3,0.072,68.2,67.4,0.047,0.4
dolphinfish raw,0.2,30.6,0.089,2.3,61.2,0.084,291.7,848.6,0.006,0.9
perch cooked,0.043,46.9,0.085,0.5,17.5,0.4,118.2,158.2,0.08,0.7
cusk raw,0.086,12.2,0.061,1,37.8,0.032,248.9,478.2,0.01,0.5
bluefin tuna raw,0.013,2.3,0.038,0.3,14.2,0.068,71.9,71.3,0.07,0.2
milkfish cooked,0.076,18.4,0.05,0.1,10.8,0.003,58.9,105.8,0.065,0.3
carp raw,0.1,89.4,0.1,2.7,63.2,0.065,904.7,725.9,0.037,3.2
sturgeon raw,0.007,3.7,0.01,0.2,9.9,0.035,59.7,80.4,0.077,0.1
orange roughy raw,0.063,2.5,0.015,0.3,4.8,0.091,30.3,47.3,0.042,0.039
catfish fried,0.2,38.3,0.01,1.2,23.5,0.05,187.9,295.8,0.098,0.7
cuttlefish raw,0.1,25.5,0.2,1.7,8.5,0.092,109.5,100.2,0.083,0.5
bass raw,0.055,63.2,0.093,1.2,23.7,0.7,158,281.2,0.057,0.5
flounder cooked,0.5,0.1,31.8,0.099,0.3,27.9,0.077,392.4,250.2,0.049
milkfish raw,0.098,14.4,0.021,0.057,8.5,0.088,45.8,82.6,0.042,0.2
eel raw,0.1,40.8,0.069,1,40.8,0.038,440.6,554.9,0.011,3.3
catfish raw,0.2,12.7,0.003,0.4,30.2,0.073,324.4,480.2,0.056,0.8
fish sticks,0.1,0.089,4.5,0.3,0.2,7,0,53.5,51.8,0.072
coho salmon raw,0.054,19.1,0.022,0.5,49.3,0.023,464.3,715.5,0.028,0.7
monkfish cooked,0.004,2.8,0.033,0.1,7.6,0.082,72.4,145.2,0.036,0.1
yellowtail cooked,0.1,84.7,0.2,1.8,111,0.095,586.9,1571,0.1,2
yellowfin tuna cooked,0.011,1.1,0.001,0.3,11.9,0.014,94.2,149.1,0.003,0.1
ling cooked,0.3,66.4,0.2,1.3,122.3,0.035,383.5,733.9,0.079,1.5
eel cooked,0.069,7.4,0.075,0.2,7.4,0.058,78.4,98.8,0.01,0.6
sablefish raw,0.2,135.1,0.037,4.9,212.3,0.077,648.5,1381.9,0.1,1.2
salmon nuggets,0.005,2.3,0.039,0.4,5.7,0.06,49.8,46.7,0,0.1
yellowtail raw,0.1,86,0.2,1.8,112.2,0.002,587.2,1570.8,0.1,1.9
butterfish cooked,0.042,7,0.028,0.2,8,0.095,77,120.3,0.02,0.2
caviar,0.2,44,0.086,1.9,48,0.068,57,29,0.098,0.2
pollock raw,0.3,231.6,0.2,1.8,258.6,0.081,853.1,1374.2,0.1,1.8
catfish cooked,0.2,0.01,12.9,0.098,0.4,32.9,0.011,353.2,523.4,0.03
whiting raw,0.016,44.2,0.085,0.3,19.3,0.012,204.2,229.1,0.049,0.8
pink salmon raw,0.2,22.3,0.2,1.2,85.9,0.057,830,1163.9,0.035,1.2
yellowfin tuna raw,0.049,1.1,0.014,0.2,9.9,0.062,78.7,124.8,0.096,0.1
mackerel raw,0.1,13.4,0.027,1.8,85.1,0.015,243,351.7,0.067,0.7
turbot raw,0.6,73.4,0.2,1.5,208.1,0.06,526.3,971,0.1,0.9
cusk cooked,0.047,12.4,0.077,1,38,0.048,248.9,477.9,0.012,0.5
atlantic croaker raw,0.014,11.9,0.065,0.3,31.6,0.017,165.9,272.6,0.053,0.3
sucker cooked,0.019,111.6,0.3,2.1,47.1,1,333.6,603.9,0,1.2
spot raw,0.022,9,0.014,0.2,26.9,0.095,119,317.4,0.024,0.3
drum cooked,0.1,118.6,0.5,1.8,58.5,1.4,355.7,543.6,0.076,1.3
crayfish raw,0.024,1,0.058,0.053,1.2,0.034,8.7,10.4,0.093,0.009
tilefish cooked,0.2,78,0.2,0.9,99,0.064,708,1536,0.2,1.6
bluefish cooked,0.045,10.5,0.049,0.7,49.1,0.015,340.5,558.1,0.084,1.2
grouper cooked,0.1,42.4,0.063,2.3,74.7,0.075,288.9,959.5,0.088,1
sheepshead raw,0.2,50,0.05,1.1,76.2,0.083,744.9,961.5,0.056,0.9
herring kippered,0.4,33.6,0.081,0.6,18.4,0.062,130,178.8,0.053,0.5
grouper raw,0.1,69.9,0.027,2.3,80.3,0.042,419.6,1251,0.059,1.2
ocean perch cooked,0.2,0.069,17,0.073,0.1,13.5,0.075,150,113,0.004
ling raw,0.3,65.6,0.2,1.3,121.6,0.026,382.1,731.5,0.069,1.5
lingcod cooked,0.2,54.4,0.1,1.2,99.7,0.067,779.2,1691.2,0.1,1.8
florida pompano raw,0.081,24.6,0.011,0.7,30.2,0.012,218.4,426.7,0.025,0.8
rockfish cooked,0.1,0,25.3,0.046,0.5,49.2,0.013,369.5,695.8,0.1
seatrout cooked,0.1,40.9,0.071,0.7,74.4,0.048,597.1,812.8,0.002,1.1
sockeye salmon raw,0.4,39.6,0.2,1.7,118.8,0.064,1053.4,1358.3,0.1,1.7
swordfish cooked,0.1,0.022,6.4,0.045,0.5,37.1,0.041,322.2,528.9,0.028
american shad raw,0.001,86.5,0.1,1.8,55.2,0.017,500.5,706.6,0.092,0.7
sardine canned in oil,0.5,569.2,0.3,4.4,58.1,0.2,730.1,591.5,0.077,2
anchovy canned in oil,0.1,9.3,0.097,0.2,2.8,0.005,10.1,21.8,0.023,0.031
salmon canned,1.8,918.8,0.4,2.6,110.7,0.022,1306.3,1107,0.2,3.7
sardines in tomato sauce canned,0.4,213.6,0.2,2,30.3,0.2,325.7,303.5,0.024,1.2
sockeye salmon canned,1.4,781.8,0.2,2.2,104.5,0.008,1139.1,1058.2,0.1,2.8
tuna canned,0.3,11.2,0.099,0.8,26.4,0.078,173.6,189.6,0.025,0.4
pink salmon canned,1.7,883.7,0.3,2.6,123.3,0.07,1385.1,1413.8,0.1,3.1
cod canned,0.7,65.5,0.1,1.5,127.9,0.061,811.2,1647.4,0.1,1.8
eastern oyster canned,0.2,72.9,7.2,10.9,87.5,0.7,225.2,371,0.078,147.3
chum salmon canned,0.3,918.8,0.4,2.6,110.7,0.037,1306.3,1107,0.2,3.7
tuna canned in oil,0.7,7.1,0.2,1.2,60.5,0.081,475.3,592.7,0.1,0.8
wild pink salmon oceans,0,0,0,0,0,0,0,0,0,0
shrimp canned,1.1,185.6,0.3,2.7,42.2,0.5,249.6,102.4,0.036,2.5
alaska king crab raw,1.4,79.1,1.6,1,84.3,0.021,376.7,350.9,0.002,10.2
scallops fried,0.2,3.1,0.099,0.3,5.3,0.008,48.7,49,0.032,0.2
shrimp cooked,0.012,5,0.01,0.009,2,0.077,16.8,9.4,0.08,0.008
clams fried,0.068,5.9,0.069,1.3,1.3,0.078,17.7,30.6,0.022,0.1
alaska king crab cooked,1.4,79.1,1.6,1,84.4,0.093,375.2,351.1,0.003,10.2
scallops cooked,0.06,0,1,0.057,0.041,3.7,0.004,42.6,31.4,0.042
squid fried,0.2,31.2,1.7,0.8,30.4,0.046,200.8,223.2,0.087,1.4
oyster raw,0.059,4,0.8,2.6,11,0.3,81,84,0.1,8.3
abalone,0.3,26.4,0.2,2.7,40.8,0.014,161.5,212.5,0.095,0.7
queen crab raw,0.2,7.4,0.2,0.7,13.9,0.082,37.6,49,0.033,0.8
whelk cooked,0.1,32,0.6,2.8,48.7,0.3,79.8,196.4,0.047,0.9
oyster cooked,0.066,4,0.7,2.3,11,0.3,60.8,75.5,0.064,8.3
eastern oyster cooked,0.038,5.5,0.1,0.8,3.2,0.081,11.3,14.9,0.011,4.4
blue mussels cooked,0.7,66,0.3,13.4,74,13.6,570,536,0.2,5.3
octopus raw,0.064,15,0.1,1.5,8.5,0.019,52.6,99.1,0.044,0.5
spiny lobster cooked,0.4,102.7,0.7,2.3,83.1,0.019,373.3,339,0.042,11.9
blue mussels raw,0.4,39,0.1,5.9,51,5.1,295.5,480,0.063,2.4
queen crab cooked,0.6,28.1,0.5,2.4,53.6,0.036,108.8,170,0.056,3.1
dungeness crab cooked,0.5,74.9,0.9,0.5,73.7,0.1,222.3,518.2,0.032,6.9
dungeness crab raw,0.5,75,1.1,0.6,73.4,0.1,296.7,577,0.022,7
shrimp fried,0.2,4.9,0.012,0.1,2.7,0.015,31.5,13.9,0.021,0.069
shrimp raw,0.083,2.7,0.079,0.072,1.1,0.004,12.2,5.7,0.002,0.078
blue crab cooked,0.3,0.027,77.4,0.7,0.4,30.6,0.087,198.9,220.2,0.076
shrimp imitation,0.2,5.4,0.053,0.2,12.2,0.08,79.8,25.2,0.088,0.036
conch baked,0.2,124.5,0.6,1.8,302.3,0,275.6,207,0.007,2.2
squid raw,0.09,9.1,0.5,0.2,9.3,0.048,62.5,69.6,0.088,0.4
scallop raw,0.057,0.9,0.081,0.068,3.3,0.069,50.1,30.8,0.098,0.1
lobster raw,0.6,126,2,0.4,57,0.022,241.5,300,0.047,5.3
scallop imitation,0.2,2.3,0.067,0.058,12.2,0.034,79.8,29.1,0.095,0.019
blue crab raw,0.079,18.7,0.1,0.2,7.1,0.019,48.1,69.1,0.07,0.7
whelk raw,0.073,16.1,0.3,1.4,24.3,0.1,39.9,98.2,0.011,0.5
spiny lobster raw,0.4,102.4,0.8,2.5,83.6,0.033,497.4,376.2,0.055,11.9
clams canned,0.2,104,0.1,4.3,51.2,0.2,523.2,1004.8,0.089,1.3
lobster cooked,0.7,0,144,2.3,0.4,64.5,0.049,277.5,345,0.1
eastern oyster fried,0.015,9.1,0.6,1,8.5,0.063,23.2,35.6,0.092,12.7
clams raw,1.4,88.5,0.1,3.7,43.1,0.2,449.5,104.4,0.041,1.2
octopus cooked,0.4,90.1,0.6,8.1,51,0.013,237.2,535.5,0.054,2.9
eastern oyster raw,0.021,6.2,0.1,0.8,4.6,0.028,13,17.4,0.065,5.3
oyster fried,0.1,4.6,0.1,0.7,3.9,0.015,32.7,30.4,0.074,2.6
sturgeon smoked,0.2,4.8,0.06,0.3,13.3,0.042,79.5,107.3,0.077,0.2
chinook salmon smoked,1.1,15,0.3,1.2,24.5,0.055,223,238,0.027,0.4
cisco smoked,0.1,7.4,0.015,0.1,4.8,0.047,42.5,82.9,0.05,0.076
haddock smoked,0.2,13.9,0.001,0.4,15.3,0.075,71,117.4,0.063,0.1
whitefish smoked,1.4,24.5,0.4,0.7,31.3,0.091,179.5,575.3,0.03,0.7
red salmon sockeye filets smoked,0.065,62.6,0.2,1.1,62.6,0.048,702,1036.8,0.026,1.2
eggnog,0.1,330.2,0.051,0.5,48.3,0.024,276.9,419.1,0.094,1.2
beer light,0.095,13.2,0.095,0.014,16.5,0.094,39.6,69.3,0.077,0.044
beer budweiser,0.095,1.2,0.095,0,2.1,0.038,3.8,9.7,0,0
weizenbier erdinger,0,0,0,0,0,0,0,0,0,0
beer light budweiser,0.016,0.9,0.088,0,2.1,0.007,3.2,7.7,0,0
beer,0.067,13.2,0.096,0.031,19.8,0.085,46.2,89.1,0.087,0.001
root beer,0.068,0,24.7,0.037,0.2,4.9,0.059,0,4.9,0.095
whiskey sour mix,0.073,0.6,0,0.047,0.3,0,1.8,8.3,0.015,0.08
whiskey sour,0.067,1.1,0.019,0.047,1.1,0.01,6.4,5.3,0.03,0.069
tequila sunrise,0.1,0,0.01,0.038,14.8,0.046,21.1,21.1,0,1.3
daiquiri,0.008,1.8,0.098,0.033,1.2,0.04,3,12.6,0.04,0.091
pina colada,0.089,0.08,11.3,0.1,0.3,11.3,0.7,9.9,100.1,0.064
whiskey,0,0,0.037,0.072,0,0.092,0.7,0.2,0,0.02
rum,0.053,0,0.055,0.045,0,0.093,1.1,0.4,0,0.05
vodka smirnoff,0,0,0,0,0,0,0,0,0,0
coffee liqueur,0.093,0.3,0.019,0.02,0.9,0.011,1.8,8.9,0.053,0.097
gin,0.029,0,0.007,0,0,0,0,0,0,0
dessert wine sweet,0.047,8.2,0.04,0.2,9.3,0.1,9.3,94.8,0.06,0.074
chenin blanc white wine,0,0,0,0,0,0,0,0,0,0
gamay red wine,0,0,0,0,0,0,0,0,0,0
late harvest white wine,0,0,0,0,0,0,0,0,0,0
gewurztraminer white wine,0,0,0,0,0,0,0,0,0,0
burgundy red wine,0,0,0,0,0,0,0,0,0,0
zinfandel red wine,0,0,0,0,0,0,0,0,0,0
muller thurgau white wine,0,0,0,0,0,0,0,0,0,0
mouvedre red wine,0,0,0,0,0,0,0,0,0,0
table wine,0.087,11.8,0.049,0.5,16.3,0.2,29.6,146.5,0.012,0.2
wine light,0.046,13.3,0.1,0.6,14.8,0,22.2,130.2,0.014,0.1
white wine,0.098,13.2,0.097,0.4,14.7,0.2,26.5,104.4,0.036,0.2
petite sirah red wine,0,0,0,0,0,0,0,0,0,0
non alcoholic wine,0.095,2.7,0.035,0.1,3,0,4.4,26,0.052,0.088
pinot noir red wine,0,0,0,0,0,0,0,0,0,0
pinot gris grigio white wine,0,0,0,0,0,0,0,0,0,0
riesling white wine,0,0,0,0,0,0,0,0,0,0
barbera red wine,0,0,0,0,0,0,0,0,0,0
lemberger red wine,0,0,0,0,0,0,0,0,0,0
merlot red wine,0.011,11.8,0.026,0.7,17.6,0.2,33.8,186.7,0.083,0.2
sangiovese red wine,0,0,0,0,0,0,0,0,0,0
sauvignon blanc white wine,0,0,0,0,0,0,0,0,0,0
syrah red wine,0,0,0,0,0,0,0,0,0,0
carignane red wine,0,0,0,0,0,0,0,0,0,0
pinot blanc white wine,0,0,0,0,0,0,0,0,0,0
semillon white wine,0,0,0,0,0,0,0,0,0,0
dessert wine dry,0,0,40,0.2,1.2,45,0.6,45,460,0.066
red wine,0.027,11.8,0.017,0.7,17.6,0.2,33.8,186.7,0.074,0.2
cabernet sauvignon red wine,0,0,0,0,0,0,0,0,0,0
muscat white wine,0,0,0,0,0,0,0,0,0,0
cooking wine,0.002,0.4,0.021,0.1,0.5,0,0.7,4.3,0.079,0.085
chardonnay white wine,0.027,18,0.054,0.5,20,0.2,36,142,0.017,0.2
claret red wine,0,0,0,0,0,0,0,0,0,0
rice sake,0.046,7.4,0.051,0.1,8.8,0,8.8,36.8,0.057,0.092
fume blanc white wine,0,0,0,0,0,0,0,0,0,0
cabarnet franc red wine,0,0,0,0,0,0,0,0,0,0
chocolate frosting,0.025,1.6,0.045,0.3,4.3,0.064,16.2,40.2,0.094,0.062
white sugar,0.012,0.046,0.078,0.078,0,0.081,0,0.1,0.026,0.05
egg substitute,0.5,175.2,0.07,4.8,36,0.002,172.8,511.2,0.017,2.4
agave syrup,0.09,0.088,0.071,0.042,0.034,0.049,0.009,0.3,0,0.008
splenda sweetener,0,0,0,0,0,0,0,4,0,0
vanilla extract,0.061,0.5,0.03,0.019,0.5,0.066,0.3,6.2,0,0.065
egg yolk dried,0.071,12.3,0.015,0.4,1,0.071,41.6,10.6,0.098,0.3
granulated sugar,0.019,0.027,0.034,0.01,0,0.067,0,0.033,0.093,0.05
baking chocolate,0.049,29.3,0.9,5,94.8,1.2,116,240.7,0.072,2.8
bakers yeast,0.066,3.2,0.024,0.6,6.8,0.02,57.1,102.2,0.073,1.7
